CustomerID,Age,Gender,Number_of_Transactions,Average_Transaction_Value,Last_Purchase_Days_Ago,Product_Category,Total_Spending,Cross_Sell
d07be4b7-87ff-4cdb-a9f0-9723f515a0a2,61,Male,11,25.771285335224903,121,Beauty,1627.8717031500742,1
bd60f707-9121-45ad-a0a3-18e48cc55875,42,Male,8,34.9763269716083,69,Books,645.0225595349825,0
f244d559-2c76-47d9-8d38-676538fff72a,66,Male,8,72.81130606144126,134,Beauty,695.8917067751788,1
a46f000f-3955-4871-beef-66d1d5d614fa,44,Male,1,178.00486374961727,315,Home,187.46348106250744,1
7bb9ac1e-9dae-45ac-81ca-4d7dbc14b54e,59,Female,7,157.6795088297533,146,Beauty,602.9147478253388,0
b9cd3396-c152-4c45-96fe-0e5bbbd24c45,45,Male,6,23.988193294923835,333,Beauty,1448.0753178974076,0
dc7429b1-a05c-4f8a-b5bd-308efa0e6e3d,33,Female,8,110.30830700392853,263,Beauty,1287.7759931416483,0
ffd603ae-3c43-4c93-8696-89f1cb05356d,32,Female,19,69.44374891773501,293,Electronics,208.71847161539338,0
966f7673-ddde-4506-a050-0afd5506e4b9,64,Male,8,136.75621863117135,86,Books,273.6530896238268,0
4a96c650-b37c-4798-bcb3-c70df2d87cd7,68,Male,14,149.87969886682302,16,Home,785.0056296539607,1
57024492-2c87-4634-b1f5-d6d31f1c10ca,61,Male,18,175.31526388327086,216,Clothing,1500.327636174969,1
ab5cbe1f-78e5-4107-9d5b-91acd48c9953,69,Male,16,105.57492267872257,116,Home,1674.1906423508285,1
8a0a7ecc-21b1-4c7e-ae4c-41f7bc170918,20,Female,9,199.0010159382052,118,Home,78.51688386953394,1
df836621-cb97-49ee-affa-8c8d3b6ea3a1,54,Female,15,196.39749931167967,270,Electronics,691.5706257494313,1
d510dc6b-0b82-4dd6-8128-1fda8fece8fe,68,Female,10,178.79001040478596,343,Electronics,877.3106340757212,1
a15f0f1f-b038-48eb-a4ce-bf1b7dcb4833,24,Male,16,123.47650912845275,162,Beauty,1826.7089810413904,0
bfde2bf3-7b18-46c7-9977-dbb4f757acec,38,Female,4,91.64115875068671,188,Home,1027.7427875334135,1
0438acf4-ee1a-4629-ae6b-e541931273d5,26,Male,13,85.58953582516129,104,Books,575.9164922290834,0
639b30f4-a1ee-4fe9-a9a6-9ee73e0691f0,56,Male,5,22.18245501579407,141,Electronics,810.5917770694973,1
eb27d38b-c48b-419b-a89b-d0f15806fae8,35,Male,7,64.85140950362597,167,Electronics,901.047160914757,1
2d5cd964-bfac-450d-a0ab-c2673d3a5ab7,21,Male,9,149.3854822908496,300,Books,1356.491953382093,1
62140032-ead6-4f00-bcd7-5921ff4db6ed,42,Male,8,128.65377798075198,28,Electronics,130.12117678647917,1
3056a36b-d06d-4d04-a352-9e69fced623c,31,Female,16,184.95599405015605,272,Books,809.4307428974831,1
8ffe0eff-fd65-4c9c-82ce-9e8e0aca1237,67,Female,6,29.004008044980417,50,Clothing,1310.7815419831802,1
fe077128-86b7-4fad-8f43-a85b7053c8d1,26,Male,16,47.94978857191951,156,Books,602.478514960575,0
6e311aa5-a165-4ca2-b3d4-0b6fd292e7e7,43,Female,6,162.06388208338342,324,Clothing,1203.9144629951006,1
380615f1-3340-46c2-969e-b22fe7f3681a,19,Male,14,84.53137361516008,348,Beauty,746.693913702886,0
2f9643c0-b6d1-4a17-973a-0f3fe5a31111,37,Male,1,41.302160069218026,121,Beauty,1529.5056916382123,1
43ce2774-af93-4385-879c-dc21ab6b7d3d,45,Male,9,199.36109091801603,140,Electronics,168.16550810186226,1
faff1e47-e44c-4f10-9ed8-e1492191a7df,64,Female,13,161.70505448048533,16,Books,1840.025862367645,0
3536ee2e-51db-46ac-abd3-9003cded1c89,24,Male,19,93.57338661646206,309,Electronics,384.64446850050246,0
98f44da3-365e-49d5-93c4-ddb2f3550c41,61,Male,17,168.20254585030526,49,Books,359.1668191612308,1
d07b4dcd-cf77-4b9c-9421-664a97289919,25,Female,11,142.5086966214476,164,Electronics,1689.2537423077645,1
371db60f-a043-4999-ac01-9971145de8b9,64,Female,8,162.19545672257,62,Beauty,1745.1016998965829,1
23dd3d82-181f-4b9e-bcac-573cfde21b93,52,Female,5,166.73714796181696,340,Beauty,231.29796121931057,1
40c1970f-7191-44fe-95d6-02a509d1c6b4,31,Male,10,35.25116299225722,154,Electronics,1822.001909629075,1
92a9501a-2899-4cbd-8458-403d11458c73,34,Male,7,132.13511978385722,312,Books,582.9308401215037,1
d545807d-c9e6-48e0-b866-45e933b0472b,53,Female,10,21.221399535828965,346,Home,1256.3122865457083,1
b0f6f64b-2bbc-4471-a0c1-6090089e8f00,67,Male,4,27.822124334210713,150,Books,183.75730629539672,0
7d0618bc-f69f-4084-87b4-34b307f12a2b,57,Female,9,182.71640163005137,73,Electronics,792.2891471999918,1
4f3c4199-718c-4a3f-8ff5-4ce6f8d16c77,21,Female,14,114.961469844225,69,Books,928.9129877538487,0
7502ea76-0427-4412-8146-cfd24dca2a96,19,Male,2,152.46235745633447,177,Clothing,1219.6618102448056,1
5106a46f-f10f-4d64-82e5-811aa757ab46,23,Male,9,170.93017827976627,354,Books,1074.280344258208,1
e6553083-b174-4921-ad53-18b5cdd1312b,59,Female,1,190.9256181616253,2,Beauty,949.9112749086055,1
25553f4e-c358-4163-8eda-b91db7abe12f,21,Female,10,176.48351262610325,309,Beauty,1921.2984129428964,0
9455f2d2-a4d9-4065-8ea1-6d70de2d808e,46,Female,10,106.99606076551291,119,Clothing,410.79441512613033,1
4ad73d7b-d3c0-45b5-a9eb-8b102238930b,35,Female,3,80.47465532849208,7,Books,358.08874976100293,1
6d623ae6-4aa2-4c52-b175-509bfe1e9089,43,Male,6,47.80878251708687,255,Home,1441.1671687563096,0
f26ec9ef-f4e4-4804-b850-63dc647a71a4,61,Female,6,92.05786684771039,75,Books,195.37617549695264,1
4305395a-054b-4e49-92de-ce8c87c18527,51,Female,2,85.96884424900942,351,Beauty,991.6383391888396,1
ec3d9e91-6c4b-45f4-903e-fab5471a095f,27,Female,18,120.7234715520572,195,Beauty,993.903582346804,0
c5b82f02-71f2-4e43-9b1a-1b4343c75d66,53,Male,2,139.79169357629843,187,Electronics,654.5493953702281,1
3bcb403d-59f4-4282-8be7-acae6028a958,31,Male,12,196.09858576010853,3,Beauty,1864.3652962763856,1
4e492d57-0d04-4cde-9759-8ac12085b219,48,Female,5,151.10951349813183,184,Electronics,600.9596984372223,0
4f78765f-f6c4-4461-84aa-b14f2fad515e,65,Male,7,135.8747358397262,335,Beauty,612.4618068645807,0
2dd39d65-f048-44f5-81b2-3006a31b9ccd,32,Male,16,80.31663816830167,273,Beauty,506.8849302362562,1
69254a2c-3d8b-4830-b5cb-d1b475ac81d9,25,Male,1,26.210697769698676,52,Home,334.28666868009793,1
24576d3a-4316-41b3-a03a-38c3cbe5a17a,31,Female,1,71.86252319384451,263,Electronics,759.821557929483,0
cfc4199c-315f-4e23-9c42-1949dcf5e517,40,Female,17,158.3206220827312,133,Electronics,1377.7301570008387,1
b62ebd1d-d230-41fb-b9da-4f5c18e5e960,57,Male,1,56.94894934468431,225,Beauty,1497.217582402974,1
83822530-ccb0-41f7-9534-3f1a9fe07e0f,38,Female,13,148.1938748613406,310,Electronics,1636.166887039828,1
8f2f54e0-3d6e-4794-afe6-2934f3a61716,33,Female,9,124.36037166249486,61,Beauty,435.21058263653924,1
3871dcdb-9fa2-4da8-8106-4e36dbce4798,62,Male,15,50.93423655508368,16,Beauty,119.48374206747303,0
18629576-51a3-4058-8cb8-68406536c1ac,35,Male,3,67.09246513252938,229,Books,1950.6374240523642,1
e9ad58b1-840b-4bf4-ac11-c8e280c9ef18,64,Female,14,109.33464862756577,195,Electronics,77.94841260853565,0
6a40794b-2e43-45b7-aaf6-8a4e0ac8bfee,41,Male,11,95.30744691941254,251,Clothing,1923.323734018214,1
f70f0fa3-67db-42df-b22f-462c0ef5ca25,43,Female,12,160.14149255841673,303,Electronics,1666.1881164880097,1
a1b06d0c-b754-4e8f-9513-39bec2e12eba,42,Female,13,152.19283565778446,48,Electronics,1828.5457839990163,1
b60d2479-27a4-4943-a20c-9622d39908b5,62,Male,13,123.42341062514308,235,Home,805.0121395917347,1
af1cf5d4-9abb-4fd6-a0e7-3d9887c3f204,58,Female,1,168.00944806512655,121,Clothing,434.5438977595149,1
0866e848-a11f-480b-814a-f024a865ebe8,46,Female,10,121.28051732317556,320,Clothing,1232.6041860923517,0
68802f1b-93b5-4d54-b905-274cd4cd4750,32,Male,3,193.59006619830683,50,Home,1495.4397828971494,1
bb8c67c5-e657-4a13-a468-d102db3c81e5,62,Male,4,59.10033784719466,41,Home,305.17907933308805,0
43882770-c664-425b-beca-4d22db1ccf35,18,Male,16,148.54375884838748,22,Electronics,1605.3619536348413,1
8bf80b48-5261-4b5a-942d-59b18f571058,42,Female,8,86.58994376980424,182,Books,456.75697402448793,1
d246e95f-9955-4811-a0d8-63216a0a7770,24,Male,16,70.2139149956349,5,Home,1008.7707211714969,0
dcb5ec7b-70d1-4850-a232-8ada5acde29e,26,Male,17,52.46974567418832,145,Clothing,1720.1407772623982,1
16f3d63e-4bd7-48fa-8b8a-91d17f01a2f2,41,Male,19,119.45062572707789,357,Clothing,427.17779653325044,1
c029f524-4d05-46f3-9ed5-8fc67efb52e5,18,Male,15,58.78449789485803,78,Electronics,521.6750635664357,0
6a27670b-cf51-4e2d-8c49-3e5b459440c4,61,Female,16,56.063153260713065,231,Books,172.40375517342346,1
9d2f47ed-52bc-488e-9306-123494c43e1f,25,Female,15,198.29574291508723,297,Beauty,335.89751797710437,1
b4e066cb-1c04-4c36-a731-8c91d2593e1c,41,Male,2,164.31453503223693,348,Home,335.72534857366895,1
8889b17b-c1bb-401f-a45b-9f77f525c034,28,Female,11,154.68982764578757,209,Home,446.68362920056813,0
216ae91e-84c0-4994-9dac-2ec9b0c589cb,68,Male,1,162.9309126588959,163,Electronics,608.0907742767187,1
bd3a7105-fff4-4c89-bed6-68a48d1f8713,34,Male,15,194.40611726937365,168,Books,1639.2175607331546,0
6e82efe8-d8d8-4975-85da-3ace639c8ba0,25,Female,19,123.18980397557662,278,Clothing,1835.739535153179,1
a97b9bf0-f48b-4ce6-897e-d0a08e5b3760,52,Female,4,59.6438979325149,237,Clothing,842.247187996453,1
18425eeb-e7a3-4d93-9ccc-c2f0517a7bda,52,Male,11,175.19773533558302,176,Beauty,300.00745637720615,0
5813a1e3-fbaf-4791-9198-59c755e06999,50,Male,5,153.69153130173623,53,Clothing,486.42935393628477,0
c73bb853-89de-48c4-a4ed-3c8e5d61f952,22,Female,3,94.57549622015115,349,Home,1485.6016548676896,1
c6185c47-26d2-4812-8be9-0450b2e65c33,59,Male,13,105.24250974343634,10,Beauty,1370.979762465135,0
191a8988-1fda-4b34-a789-e4b3eab9e226,56,Female,10,94.02543172619643,146,Books,1936.0542381310963,1
a28585ea-0520-4932-8493-f9c5f0a63373,58,Male,11,187.38958884122073,227,Beauty,78.25292716041231,1
e395c16c-c951-400f-ad7e-d214c04d886c,45,Male,18,81.83569006969294,236,Books,1513.979582550596,1
414869c7-ed25-4071-b275-7f4d45a9487e,24,Female,2,193.42717015811104,242,Clothing,1036.297520883314,0
1da83ca5-4af0-40fb-804d-0228a542285b,26,Female,7,183.84891882571097,305,Electronics,1810.2513069487957,1
76bd02e6-9531-4ea6-85f1-d3cd74bfc90a,25,Female,9,133.4938056046712,71,Beauty,1173.5250145473906,0
f53e9975-8461-4ab0-910e-1dce4f9b64c5,29,Female,10,124.36791915801344,158,Beauty,921.0020626997601,0
1ccc50a9-cfda-46a4-9c38-be41151ad32a,51,Female,18,86.61607041259475,19,Home,1348.40868851134,0
6e154fa7-67f2-427f-a36a-fe0bf48b1c4f,50,Female,7,23.300910021916977,55,Home,1675.3707122529454,1
9c47d2a6-e381-49a0-aab2-0ed40db73863,65,Female,7,42.972173522795586,215,Books,600.8721728370614,1
d9788813-0b24-4f8a-bf7f-c38e33592ca9,40,Male,3,155.76163820291876,209,Electronics,259.67773537930293,0
114321b5-e8bb-40ab-9176-fd187dc42390,41,Male,12,104.87722278586975,21,Home,894.3853307226749,0
ada0f44c-20ba-4352-8b4f-9814b8ed29e6,54,Male,7,46.970864153834256,282,Home,468.3137519828707,0
641bbd91-dab8-4bfb-98d9-303d40f8f507,52,Female,17,67.51295374373677,249,Clothing,887.6052920206578,1
ab6fad92-d4f1-4b57-8871-effb67e0e051,61,Female,1,190.61064197245994,28,Clothing,1982.5439369579526,1
200a61bc-5fc4-4434-8c07-d5475a01491f,57,Female,5,86.08391035584772,296,Home,1169.5380828593427,1
031fd252-41b3-4c31-b5fb-7334ab57c036,39,Male,16,183.38275013944764,211,Books,1402.5204345511502,1
10f8c287-50b8-41bf-acd0-632dea71c366,44,Female,15,74.83444981284381,285,Electronics,1371.960423799766,1
3f742b16-6d23-4dc8-8d92-38435fe724c9,52,Female,2,117.77961698608897,20,Home,1650.3666307578237,1
16fa51a5-c42f-435d-85d6-fd533cbd74ee,18,Male,9,23.68587500519562,20,Books,1891.0507680799901,0
b59a7314-9f6b-4ec9-979a-6b1ec98e5802,52,Female,7,113.93751986724385,330,Books,1334.6952915057043,1
a808d726-a62e-4f02-82f6-23b75a5458e6,54,Male,4,134.64956190991344,120,Home,978.3845572687559,1
eb506b35-c0ce-4601-b4aa-57e2145d2937,64,Male,18,62.17491788069202,97,Books,669.7703455149273,0
74a14d93-2fb9-4b5f-a67e-982b02bbcc6a,31,Female,4,124.20869171696427,120,Beauty,752.5348852415408,0
e827e598-d41d-4216-acbe-98846d17eb67,20,Female,13,136.4901989691774,25,Books,702.2371858419104,0
a629042e-2092-46fa-b0b4-04e226f39d59,18,Female,1,143.63949410871618,153,Home,682.7077079840853,1
abf8191e-d9b7-43da-b873-3fd8806bf2ca,22,Male,3,159.75259796397856,245,Books,1404.5187585450838,1
8a96248a-87f0-4be8-ad19-3d3111b9a382,43,Male,16,76.04106372729497,260,Home,1196.032608406135,1
4aa2eb87-d4e1-4918-a707-fcda83043984,31,Male,4,122.19985215773808,4,Clothing,443.8903375895662,0
c4878f9d-ed98-4d8e-b3f5-7d0f93caacba,56,Female,16,196.68422535762699,143,Home,1940.7707373740818,1
b2db2d82-af97-48c5-899e-7078fa9c89f8,44,Female,19,181.6659507197283,282,Books,884.0647549409225,1
3f54fb0e-7a71-4089-940b-e5499241cc92,26,Female,1,191.47977705770597,335,Home,1153.868482082753,0
edeac169-0a26-46e3-8332-479b27f2290e,32,Female,5,89.50455173514285,346,Electronics,1420.0718852400373,1
5ef4f8b0-fbc2-4d03-9186-90c46d7a5034,32,Male,19,161.64705906139912,220,Home,1246.6708845199462,0
a147150a-14ca-4eb5-a40b-ed11c32ff78c,43,Male,11,131.5816313168626,327,Home,656.5509497364217,1
b4f3a528-f08c-46aa-8905-a450a1222011,59,Male,13,34.892314951203396,160,Electronics,1605.5278183003845,1
fc84a5b7-0244-426c-bdd9-6d88d13114cc,30,Male,5,168.31647004827178,76,Electronics,264.7995971802724,0
53c9f5aa-cebe-4bd1-8eb7-ccf90a6b86d2,68,Female,4,141.87822974432564,99,Electronics,1159.5418776721592,1
5d274441-499a-4a15-8496-84a622793ce5,49,Female,4,55.805124712748025,180,Beauty,582.9685848774963,1
950a5910-fd98-4043-aeda-c6dda6e23e6a,56,Female,4,34.35294033730304,127,Home,1250.7366169623856,0
ed346568-45d8-4f8c-819d-b1d7049c4fd3,66,Male,4,170.66398351669952,32,Electronics,475.0872881145211,0
243b8de7-6423-4785-bca0-2300f0cbf2b3,69,Male,18,34.20232930841619,265,Electronics,1555.7893276582095,0
4047ba8f-f310-4061-b3b9-8f1390a7aa99,49,Female,18,36.443695765958594,334,Clothing,493.6958459683736,0
9146ac34-d0c5-462c-9c4b-50843c416891,21,Female,16,96.93349182277674,13,Beauty,1786.2646631853236,1
21e95c1d-51f7-4065-bf06-bb9e0f81d6c7,47,Male,9,44.26360911550587,352,Home,1730.0320641069507,1
78a4635d-2286-43c6-b3d4-61df34a6e03b,54,Female,18,184.46052753968948,339,Books,756.667231426932,1
fd9f43d3-af1f-4c87-8fef-0b2085751f74,40,Male,2,104.6511085273826,202,Beauty,802.3495633043505,0
c3a46c36-0c17-4e1d-8ea4-34261e6d452c,56,Male,4,122.44717651782287,18,Beauty,1417.9317424906064,1
157cfd32-7e62-498f-9c24-090ef88d79e4,62,Male,12,187.05909610605573,93,Clothing,226.22839904634367,0
cec71917-5af1-43d0-883e-96551ebab091,32,Female,7,115.44738061490276,280,Home,207.7928537425747,1
4b5aa03f-b857-43a7-a260-19600cceb807,60,Female,15,83.64640627231734,358,Home,315.8321838261891,1
f19d4b6c-5481-4a1d-9260-bf90e56bc72e,46,Male,7,163.48791904684973,316,Electronics,1146.826904127212,1
b6fb6a58-e27e-464d-bd30-ddc60bf69103,53,Female,17,99.71303554553792,60,Electronics,340.5544944206318,1
45c63dc3-30f1-4db7-882f-ff1fc03e4d13,30,Male,16,77.32449660841498,214,Beauty,591.3536994573137,1
47b57eae-1330-48e6-8cd5-611a8dcc5794,49,Male,19,150.18130254899623,100,Clothing,1311.4772447034054,0
6a534f8e-6ed0-4c45-a578-34d78dafecc1,24,Male,9,164.28902179034776,1,Home,80.4663667815953,0
d1efa5e6-1e75-4b01-854e-ce10922f0df1,68,Male,14,162.50891016516886,43,Clothing,401.4613855092662,0
891097b9-8849-4386-85f7-8c0f0bc4b3e4,39,Female,17,195.98139454316737,311,Books,1863.3647926076221,1
62a09b54-5cd0-4938-a7d6-70adb60b2cd3,45,Male,5,161.60005079749328,168,Home,1343.9763656469904,1
26a4c2d3-2764-4f37-9b76-986d1d94325e,19,Male,2,158.58801847076353,192,Electronics,645.8246727352663,0
287a5e0a-b3cc-48b9-9e34-c2923017149f,59,Female,16,174.34734567251962,34,Beauty,138.34167691927877,1
225f2a2c-48ea-4061-8506-8bfb33c8bf41,62,Male,14,20.033335153179706,34,Clothing,1192.7951764042327,1
50a65518-7d5d-44ec-a5cf-d9f756c9559a,23,Male,14,85.23765401379872,176,Electronics,484.5893042902592,1
8dada09e-ee52-4dcf-8c5c-4472a9a1c8f5,45,Female,1,152.76855728619597,196,Beauty,1922.3421055007498,0
d70b56b2-e507-43ef-86a1-70c17dfb3bb4,45,Female,3,127.94942199984993,158,Electronics,1389.573862224347,1
1376791e-02d5-4697-9c90-d1fdcdc72a71,61,Female,7,51.962960473691176,245,Home,1949.5415783749067,1
eb51afb8-eed2-425a-8c7f-5b2c819c46fa,61,Male,15,74.67195603593817,340,Clothing,1705.3528499525553,1
6febaa5a-a28c-4679-b4d3-b7c4a525aece,37,Female,19,80.62266999477922,346,Books,991.9034596215541,0
b801be14-0a32-4a44-b501-dd3ad3c63f34,47,Female,2,122.20906001101689,335,Electronics,1355.64813792558,1
9407a07b-e29a-4a9c-9b04-88dc4ccf0a15,28,Male,19,169.68769335939376,71,Clothing,1633.6090313016352,1
f7122c59-e198-4b00-b5f9-1cbc470e4a02,45,Male,9,187.84852035998236,327,Home,1177.4480392421153,1
50ec7b01-06ba-4938-b284-64c7eb3fe6f7,42,Male,19,155.01663431365503,114,Electronics,169.90062688802743,1
c133e594-c54e-4565-af88-29cdbc1e53e4,56,Male,5,171.73107023182578,285,Home,967.3703120535807,1
34ec3d65-25f1-45ba-8237-187d4caecaae,50,Male,18,104.6172725212729,143,Books,304.6179950339478,0
bd974dfe-71a5-4296-888c-d3e9e55004a4,18,Female,16,90.15955753201173,97,Books,1443.9512116598326,1
10e143a1-5db1-4486-bcd8-043261caac91,44,Female,4,90.68753578595906,309,Beauty,1377.226385493324,1
3f898548-5f9b-4f75-b9f9-17d905ca96a8,69,Female,12,130.88693510119228,320,Beauty,1986.1709745016212,1
3ce13620-c8e6-4d09-b742-37ca51645f5f,30,Male,7,42.36260700004562,212,Beauty,1276.17911349851,0
e8d5eca8-dc32-41a8-9889-aef715813c20,58,Male,14,124.30895290224701,317,Home,1610.268987648686,1
ed733dfa-6a34-4ad7-a874-cf2b04b030c6,20,Male,12,139.72391483307058,185,Beauty,573.1613092332235,0
832170c7-a207-4705-8522-5455315fdff6,56,Female,3,99.00357323712299,205,Clothing,713.0470638271605,1
4b426744-3e35-40d1-a070-cb9d8517e6e6,23,Female,5,191.5700918188101,364,Home,1838.1972921367826,1
90a476c0-d737-4fbf-9f30-f4b62e281311,25,Male,17,129.47838902832353,216,Home,1522.6249062702027,1
b14da627-b269-44db-86f7-d02ad61d0ae3,44,Female,10,59.599905002592536,246,Beauty,1327.7748908553936,1
4f9935d9-7519-4971-8e05-6017e7e33e78,26,Male,10,106.25892633803292,239,Beauty,545.3540005369284,0
4829482e-5403-45c9-9f3d-8ca0314e08e4,54,Female,11,141.5727986843529,293,Home,1412.226961014072,1
d589af1c-d738-40e3-a6b9-9d4e4883cd38,50,Female,17,78.25324242448622,8,Books,1779.189107831805,1
1a808da3-5322-45c4-ae30-efaba8010f1b,68,Female,5,34.33548913202417,78,Books,500.05542704458003,1
f87ed8b0-d81b-4543-9679-eaad725e5dad,59,Male,13,125.0184142479593,324,Beauty,1426.9416984358552,1
5cb8d7b8-5466-4630-91be-a726151013de,61,Female,10,190.6166303515424,277,Books,817.7032091251419,1
e50f0666-06a1-4fa6-95ff-8ef734e7e1db,41,Female,9,107.31295740137128,202,Clothing,281.596455234209,1
5bbeb19c-915e-46c2-b80c-969c6a8af5e8,32,Male,17,183.0996345164668,214,Clothing,1538.7483192406798,1
5e7aa8ac-64f1-4035-b77f-b2a6ef9f635c,49,Female,1,170.30424590690492,94,Clothing,375.91673890945594,1
4584f7bc-d9f0-40ee-a2ca-efe17b7ec276,49,Male,4,46.53430105411701,75,Home,543.1477333062242,1
4ca6f0c3-1e17-40e2-ae34-66a4c80192ec,41,Male,4,147.47058593040276,157,Home,1576.73697971345,1
7bbdba98-3f1d-4c98-bc88-648782b30601,58,Male,18,98.38379451295611,153,Home,1497.1589319680434,1
10942fb7-d025-4ff8-b806-846d1ff98006,69,Male,9,65.04433854732864,142,Home,545.6569787865703,0
c15ddfe0-bb65-4895-a16f-b180bf351b0d,66,Male,18,143.64890402000654,78,Home,1884.8809979754162,1
2be5ec15-7615-4893-9863-25d566a4b027,66,Female,14,153.67892935815584,322,Beauty,469.8061889005234,1
98213778-5a0e-4603-87bf-c289ecc20574,69,Male,15,52.381337372270984,182,Books,1987.5633191798631,1
39f939c2-55be-47e4-84ed-10afbf68d179,29,Male,6,184.6000427701175,195,Beauty,1488.904750305307,1
9aa23e31-f3eb-485e-9780-6c51da6e1ec2,56,Male,10,155.20650391125938,158,Books,815.3899965752352,1
d5fb130b-7476-4b4b-a234-1089b1c9d375,19,Male,15,188.00758984555438,146,Beauty,304.1809529918437,0
e40406c2-c060-48d0-a643-36f248b30bb2,20,Female,4,77.07317937746438,54,Clothing,674.9944125612467,0
0f6feeb7-04fa-49ed-a1b0-b17479691aa1,66,Male,18,189.08030283373762,356,Electronics,427.790097356845,0
4aa83c01-97af-4962-a21e-152b7922ae0e,54,Female,18,86.33317841090856,277,Home,1262.5871936633375,1
367705f2-e4f7-4e22-924d-537b93252fcf,66,Male,17,29.714557056930513,309,Electronics,745.8675486190156,1
4851c437-0d18-412e-a448-fc220e8e8667,34,Female,12,157.3344899676242,83,Electronics,625.2641594255211,1
a99ce57d-71dd-4054-9998-5f3b1fe0ce28,66,Male,7,146.63146593590136,156,Clothing,1526.4097238508257,1
62b92a61-3813-44de-b6e0-21d5fdba6886,19,Male,16,127.62397860739983,4,Electronics,499.668897957857,0
b9a170d1-ccf1-4ea8-b7fa-7803c9aa299f,19,Female,11,108.18087398915132,311,Electronics,1194.434168979734,1
65e3a4a0-d5d8-4459-a452-82b81bdb9e64,45,Male,14,25.78974865807365,271,Clothing,429.462381005914,0
a9dbf4b6-6661-49a0-8f6b-77fd22dabaae,40,Female,3,132.4275052736278,64,Books,1443.8572850795363,1
36b52271-946d-4992-a814-efe34a030086,54,Male,19,95.03023074010285,112,Beauty,1268.9868933175635,1
139dbd73-f9fa-4369-955a-f3a3fca1f7ec,49,Female,18,120.8376924933701,239,Electronics,1606.3993545952105,1
f815af52-18b3-48c3-a3e5-74a19c9edfc0,50,Male,10,97.27784155417453,144,Home,183.56929578722398,1
10341f2b-394f-4412-9ea5-761974384133,18,Male,6,193.89010389773583,20,Clothing,459.705626534792,1
